css-4rbku5 href,css-901oao,UserId,Tweet_Url,Date-Time,Tweets,css-9pa8cd src 2,Comments,Retweets,Likes,Impressions,css-4rbku5 2,css-4rbku5 3,css-4rbku5 4
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1715388341108294141,Oct 20,"A road safety awareness session was conducted by the Delhi Traffic Police for the National Cadet Corps at NCC Bhawan, Rohini, with the aim of sensitising the students about the importance of obeying traffic rules.",https://pbs.twimg.com/ext_tw_video_thumb/1715387705780215808/pu/img/sNEAUqvVfELZ_Iq6.jpg,2,8,,2.7K,#Awareness,#RoadSafety,#DelhiTrafficPolice
https://twitter.com/DelhiPolice,Delhi Police,@DelhiPolice,https://twitter.com/DelhiPolice/status/1715329134786945450,Oct 20,इस बार,https://pbs.twimg.com/ext_tw_video_thumb/1715328545311051776/pu/img/sRQQ7xulyGIy9OZJ.jpg,8,59,192,12K,#किस्सा_खाकी_का,#DPPodcast,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1715283986984108329,Oct 20,"यातायात निर्देशिका

लाल किले के सामने माधव दास पार्क और 15 अगस्त पार्क में तीन प्रमुख राम लीलाओं के दृष्टिगत यातायात विनियम प्रभावी होंगे।

कृपया निर्देशिका का पालन करें।",https://pbs.twimg.com/media/F83pjjobEAAKhQN?format=jpg&name=360x360,2,16,,4.3K,#DPTrafficAdvisory,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1715283177344991418,Oct 20,"Traffic Advisory

In view of three major Ram Leelas at Madhav Das Park and 15th August Park in front of Red Fort, traffic regulations will be effective. 

Kindly follow the advisory.",https://pbs.twimg.com/media/F83oxO0a8AAgIlF?format=jpg&name=360x360,10,4,20,6.9K,#DPTrafficAdvisory,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1715220459539841333,Oct 20,"Traffic Alert
Traffic is affected on Rohtak Road in the carriageway from Mundka towards Nangloi due to breakdown of a bus near Rajdhani Park.

Commuters are advised to plan their journey accordingly.",https://pbs.twimg.com/media/F82v6Hra8AA5oEv?format=jpg&name=small,2,4,14,5.1K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1715220002335502644,Oct 20,"Traffic Alert
Traffic is affected on Ring Road in the carriageway from round about Punjabi Bagh towards Bharat Darshan Park due to breakdown of a bus. Kindly avoid the stretch.",https://pbs.twimg.com/media/F82vew2agAAOZhM?format=jpg&name=small,2,4,17,4.8K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1715185154153730158,Oct 20,"Traffic Alert
Traffic is affected on Ring Road in the carriageway from Rajouri Garden towards  Round About Punjabi Bagh due to breakdown of an HTV near Bharat Darshan Park.

Commuters are advised to plan their journey accordingly.",https://pbs.twimg.com/media/F82PxS2aQAAcUG-?format=jpg&name=small,2,3,14,4.7K,,,
https://twitter.com/DelhiPolice,Delhi Police,@DelhiPolice,https://twitter.com/DelhiPolice/status/1715005289068646841,Oct 19,"कड़ी मेहनत और बुलंद हौसले से पाया सेहतमंद शरीर, सच कर दिखाया ये कथन के
""हिम्मत करने वालों की हार नहीं होती""
दिल्ली पुलिस के मेहनती SI बिजेंद्र कादयान की प्रेरणादायक कहानी",https://pbs.twimg.com/ext_tw_video_thumb/1715005039750905856/pu/img/5JF0KVvKLOve842R.jpg,27,106,568,35K,#Heroes_of_Delhi_police,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714999898519781521,Oct 19,Taking forward our efforts to spread,https://pbs.twimg.com/ext_tw_video_thumb/1714998859183915008/pu/img/eAWm_J36V1C43QEs.jpg,2,1,8,2.6K,#RoadSafety,#DelhiTrafficPolice,#Awareness
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714988054145011990,Oct 19,"In continuation of our efforts to inculcate road sense in children, the",,2,16,,2.8K,#RoadSafety,#DelhiTrafficPolice,#Awareness
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714959611537784974,Oct 19,"Traffic Alert 
Traffic is affected on Ring road in the carriageway from Shakurpur towards round about Punjabi Bagh due to breakdown of an HTV. Kindly avoid the stretch.",https://pbs.twimg.com/media/F8zCqraboAEEGBL?format=jpg&name=900x900,1,4,23,3.9K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714921343781831145,Oct 19,"यातायात निर्देशिका

19 से 20 अक्टूबर, 2023 तक झड़ौदा गांव, नजफगढ़ में आयोजित बाबा हरिदास मेले के दृष्टिगत यातायात विनियम प्रभावी रहेंगे।
कृपया निर्देशिका का पालन करें।",https://pbs.twimg.com/media/F8yfzjwbwAAluvo?format=jpg&name=360x360,2,2,42,10K,#DPTrafficAdvisory,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714920619010298134,Oct 19,"Traffic Advisory

In view of Baba Haridas Mela at Jharoda Village, Najafgarh from 19th to 20th October, 2023, traffic regulations will be effective.
Kindly follow the advisory.",https://pbs.twimg.com/media/F8yfILpa8AAfzOV?format=jpg&name=360x360,2,16,,4.5K,#DPTrafficAdvisory,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714875643387859013,Oct 19,"Traffic Alert 
Traffic is affected on Chhawla road in the carriageway from Kapashera/Bijwasan towards Chhawla Village and Najafgarh due to breakdown of a bus near Chhawla drain. Kindly avoid the stretch.",https://pbs.twimg.com/media/F8x2TdAagAAPV3b?format=jpg&name=900x900,3,11,,3.9K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714875287496995041,Oct 19,"Traffic Alert 
Traffic is affected on Kanjhawala road in the carriageway from Mangolpuri towards Kanjhawala due to breakdown of a bus near Mangolpuri Y-Block Red Light. Kindly avoid the stretch.",https://pbs.twimg.com/media/F8x1-hKaQAAn55j?format=jpg&name=small,9,,,3.1K,,,
https://twitter.com/DelhiPolice,Delhi Police,@DelhiPolice,https://twitter.com/DelhiPolice/status/1714661043853819905,Oct 18,दिल्ली पुलिस की,https://pbs.twimg.com/ext_tw_video_thumb/1714660898844053504/pu/img/pNt2upYpnvOtob_1.jpg,7,36,114,12K,#DPUpdates,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714625053592326308,Oct 18,A special,https://pbs.twimg.com/ext_tw_video_thumb/1714623649297387520/pu/img/iU2qqTpOOZfQ0uHq.jpg,3,12,,2.6K,#RoadSafety,#DelhiTrafficPolice,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714616843401609633,Oct 18,"Traffic Alert 
Traffic is affected on Outer Ring road in the carriageway from Bhera Enclave towards Peeragarhi due to breakdown of a bus near Peeragarhi Flyover. Kindly avoid the stretch.",https://pbs.twimg.com/ext_tw_video_thumb/1714616777970532352/pu/img/nlw21tpz-3A-DWO-.jpg,8,6,50,11K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714586801137197118,Oct 18,"Traffic Alert 
Traffic is affected in the carriageway from Dwarka Mor towards Uttam Nagar due to breakdown of an MGV near Dwarka Mor Metro Station. Commuters are advised to plan their journey accordingly.",https://pbs.twimg.com/media/F8tvlevbsAA3kKK?format=jpg&name=900x900,1,3,14,3.4K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714585486600331304,Oct 18,"Traffic Alert 
Traffic is affected on Ring road in the carriageway from Raja Garden towards Bharat Darshan Park due to breakdown of an LGV near CNG Pump. Kindly avoid the stretch.",https://pbs.twimg.com/media/F8tuYVZaEAAMbEx?format=jpg&name=small,2,8,,2.9K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714583234544337407,Oct 18,MGV has been removed.,https://pbs.twimg.com/profile_images/1691678203486879745/YUTdhCiB_normal.jpg,1,10,,4K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714582158973800821,Oct 18,Bus has been removed.,https://pbs.twimg.com/profile_images/1691678203486879745/YUTdhCiB_normal.jpg,1,1,4,3.7K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714567813556531608,Oct 18,"Traffic Alert
Traffic will remain affected in the carriageway from Africa Avenue towards Yashwant Place and from Leela Palace Hotel round about towards Chanakyapuri due to ongoing repairing work of DJB at round about Leela Palace Hotel. Kindly plan your journey accordingly.",,4,7,,3.9K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714552200234766729,Oct 18,Bus has been removed.,https://pbs.twimg.com/profile_images/1691678203486879745/YUTdhCiB_normal.jpg,2,17,,4.6K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714497203014946944,Oct 18,"Traffic Alert 
Traffic is affected in the carriageway from Jasola towards Noida due to breakdown of a bus near Kalindi Kunj Red Light. Kindly avoid the stretch.",https://pbs.twimg.com/media/F8seGOObQAA2Ywr?format=jpg&name=small,11,11,43,14K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714481188436672978,Oct 18,"Traffic Alert
Traffic is affected on Maharaja Agrasen Marg Rohini in the carriageway from Vishram Chowk towards Deepali Chowk due to breakdown of a bus at M2K red light. Kindly avoid the stretch",https://pbs.twimg.com/media/F8sPhJIbYAAkwLE?format=jpg&name=medium,1,4,15,7.9K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714477577346183542,Oct 18,"Traffic Alert
Traffic is affected on Ring Road in the carriageway from Rajouri Garden  towards Punjabi Bagh due to breakdown/accident of a MGV on Raja Garden flyover.
Commuters are advised to plan their journey accordingly.",https://pbs.twimg.com/media/F8sMNxXbYAAbw6z?format=jpg&name=small,3,8,31,12K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714463924312264810,Oct 18,"Traffic Alert
Traffic is affected on Rohtak Road in the carriageway from Rampura towards Peeragarhi due to breakdown of an HGV near Punjabi Bagh Metro Station. Kindly avoid the stretch.",https://pbs.twimg.com/media/F8r_zZpaIAAva9I?format=jpg&name=small,1,6,19,6.2K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714254123431030966,Oct 17,"In continuation of our efforts to inculcate road sense in children, the",https://pbs.twimg.com/ext_tw_video_thumb/1714253656927977472/pu/img/D6azrqgGnrmkU9mr.jpg,1,3,17,4.2K,#RoadSafety,#DelhiTrafficPolice,#Awareness
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714235614365884525,Oct 17,"Traffic Alert 
Traffic is heavy on Firni road from Delhi Gate towards Chhawla bus stand due to breakdown of a bus near Chhawla bus stand, Najafgarh. Kindly avoid the stretch.",https://pbs.twimg.com/media/F8owGTbbIAAhHR9?format=jpg&name=small,1,1,12,4.5K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714112847243096264,Oct 17,"Traffic Alert
Traffic is affected in the carriageway from Najafgarh towards Dwarka mod due to breakdown of a bus near Sai Baba Mandir. Kindly avoid the stretch.",https://pbs.twimg.com/media/F8nAaTRbUAAsx1Y?format=jpg&name=900x900,2,4,20,8.8K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714101756270137464,Oct 17,"Traffic Alert
Traffic is affected on Rohtak Road in the carriageway from Nangloi towards Mundka due to breakdown of a LGV near pillar No 507. 

Commuters are advised to plan their journey accordingly.",https://pbs.twimg.com/media/F8m2WmWacAAmKwv?format=jpg&name=small,1,13,,3.3K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1714097942909558809,Oct 17,"Traffic Alert 
Movement of traffic is restricted on Oberoi Flyover in the carriageway from India Gate towards Nizamuddin due to uprooting of an electric pole. Commuters are advised to plan their journey accordingly.",https://pbs.twimg.com/media/F8my5LXakAAPhoB?format=jpg&name=medium,2,9,41,7.4K,,,
https://twitter.com/DelhiPolice,Delhi Police,@DelhiPolice,https://twitter.com/DelhiPolice/status/1713898428470837542,Oct 16,conveys warm greetings and best wishes to,https://pbs.twimg.com/profile_images/1563436493997150208/DJOFnOLg_normal.jpg,5,28,123,15K,#DelhiPolice,#NSGRaisingDay,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1713864512011653386,Oct 16,"In furtherance of our efforts to make Delhi roads safer, the",https://pbs.twimg.com/ext_tw_video_thumb/1713864313528844288/pu/img/5ABaxPHSgFfhzYBo.jpg,4,2,10,3K,#RoadSafety,#DelhiTrafficPolice,#FollowTrafficRules
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1713860634092478941,Oct 16,"In continuation of our efforts to inculcate road sense in children, the",https://pbs.twimg.com/ext_tw_video_thumb/1713859667221532672/pu/img/MUYBqBQYXTiprNbd.jpg,3,10,,2.5K,#RoadSafety,#DelhiTrafficPolice,#Awareness
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1713774350376341858,Oct 16,"Traffic Alert
Traffic will remain affected on New Rohtak Road in both the carriageways at Mundka Industrial Area Metro Station due to the ongoing construction work under UER-II project. Kindly plan your journey accordingly.",https://pbs.twimg.com/media/F8iKXktb0AA2we1?format=jpg&name=small,2,2,19,4.4K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1713773805175439847,Oct 16,"Traffic Alert 
Traffic is affected in the carriageway from Jagatpuri towards Bihari Colony due to breakdown of a bus near East Azad Nagar Metro Station. Kindly avoid the stretch.",https://pbs.twimg.com/media/F8iMJombIAAcwfi?format=jpg&name=small,4,3,14,4.4K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1713769960231915663,Oct 16,"Traffic Alert 
Traffic is affected on Mathura road in the carriageway from Badarpur towards Ashram due to breakdown of a bus near Okhla Tank. Kindly avoid the stretch.",https://pbs.twimg.com/media/F8iIqknaIAA6EyI?format=jpg&name=small,5,4,15,5.8K,,,
https://twitter.com/DelhiPolice,Delhi Police,@DelhiPolice,https://twitter.com/DelhiPolice/status/1713574373003866585,Oct 15,आज लगभग 200 अनाथ बच्चों के लिए,,32,120,425,35K,#DelhiPolice,#WorldCup2023,#DelhiPoliceCares
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1713234225695170940,Oct 14,In continuation our efforts to spread,,3,2,18,5.8K,#RoadSafety,#DelhiTrafficPolice,#Awareness
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1713234225695170940,Oct 14,In continuation our efforts to spread,https://pbs.twimg.com/ext_tw_video_thumb/1713233757065670656/pu/img/9VW6JH0R25lJefWI.jpg,3,2,18,5.8K,#RoadSafety,#DelhiTrafficPolice,#Awareness
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1713233341728870682,Oct 14,Taking forward our efforts to make DTC Bus drivers aware of,https://pbs.twimg.com/ext_tw_video_thumb/1713232985284296704/pu/img/PoleJJYTG24-A3nn.jpg,4,3,16,7.7K,#RoadSafety,#DelhiTrafficPolice,#Awareness
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1713148347689865394,Oct 14,"Traffic Alert 
Traffic is affected on New Rohtak Road in the carriageway from Peeragarhi towards Nangloi due to breakdown of an LGV. Kindly plan your journey accordingly .",https://pbs.twimg.com/media/F8ZTNOAaIAALWJU?format=jpg&name=small,1,8,,2.3K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1713104754749145368,Oct 14,"Traffic Alert 
Traffic is affected on Outer Ring Road in the carriageway from Nehru Place towards Chirag Delhi due to broken branch of a tree near Pumpose Enclave, Savitri Flyover. Kindly avoid the stretch.",https://pbs.twimg.com/media/F8YrlK6aAAAjhpu?format=jpg&name=small,4,23,,9.1K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1713082238332756135,Oct 14,"Traffic Alert 
Traffic is affected on Outer Ring Road in the carriageway from Kalkaji towards Chirag Delhi due to breakdown of an HGV at Savitri Flyover. Commuters are advised to plan their journey accordingly.",https://pbs.twimg.com/media/F8YXLzYasAA01y0?format=jpg&name=small,1,4,16,8.6K,,,
https://twitter.com/DelhiPolice,Delhi Police,@DelhiPolice,https://twitter.com/DelhiPolice/status/1713070149388140968,Oct 14,"~ इन टिप्स को लागू करें और खुद को ऑनलाइन सुरक्षित रखें।

साइबर क्राइम को रिपोर्ट करने के लिए 1930 डायल करें।",https://pbs.twimg.com/media/F8YMOO-XAAEn6Or?format=jpg&name=small,9,33,109,11K,#सुरक्षितशनिवार,#cyberonline,#cybersafety
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1713072360843272662,Oct 14,"Traffic Alert 
Traffic is affected in the carriageway from IIT Flyover towards AIIMS Hospital due to breakdown of a bus near Yusuf Sarai Market. Kindly plan your journey accordingly.",https://pbs.twimg.com/media/F8YONXabsAAOkVu?format=jpg&name=small,7,,,2.3K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1713071877202292919,Oct 14,"Traffic Alert 
Traffic is affected in the carriageway from Punjabi Bagh towards Zakhira due to breakdown of a bus near Ashok Park Main Metro Station. Commuters are advised to plan their journey accordingly.",https://pbs.twimg.com/media/F8YNxDraIAAyOij?format=jpg&name=small,1,7,,2.4K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1713070326320672948,Oct 14,"यातायात निर्देशिका

15 अक्टूबर, 2023 (रविवार) को जवाहरलाल नेहरू स्टेडियम से प्रारंभ होने वाली वेदांता दिल्ली हाफ मैराथन के दृष्टिगत यातायात विनियम प्रभावी रहेंगे।

कृपया निर्देशिका का पालन करें।",https://pbs.twimg.com/media/F8YMTXoa0AA-vja?format=jpg&name=small,3,3,12,6K,#DPTrafficAdvisory,#DelhiTrafficPolice,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1713069680783663570,Oct 14,"Traffic Advisory

In view of Vedanta Delhi Half Marathon to be flagged off from Jawaharlal Nehru Stadium on October 15, 2023 (Sunday), traffic regulations will be effective.

Kindly follow the advisory.",https://pbs.twimg.com/media/F8YLtsIbsAAoLD2?format=jpg&name=small,1,4,6,4.5K,#DPTrafficAdvisory,#DelhiTrafficPolice,
https://twitter.com/DelhiPolice,Delhi Police,@DelhiPolice,https://twitter.com/DelhiPolice/status/1713049649039430072,Oct 14,"When EVERYTHING IS PLANNED, except a STRONG PASSWORD!",https://pbs.twimg.com/media/F8X5k9SWwAA8v6e?format=jpg&name=small,4,23,85,9.1K,#CyberSafety,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1712874280873349210,Oct 13,"In furtherance of our efforts to make Delhi roads safer, the",https://pbs.twimg.com/ext_tw_video_thumb/1712874119174541313/pu/img/cvvwC8G_6QmtpPqH.jpg,2,3,8,3.4K,#RoadSafety,#DelhiTrafficPolice,#FollowTrafficRules
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1712873592390828335,Oct 13,"In continuation of our efforts to inculcate road sense in children, the",https://pbs.twimg.com/ext_tw_video_thumb/1712873508550987777/pu/img/5fkuYXACXJDB9XCr.jpg,2,6,,2.9K,#RoadSafety,#DelhiTrafficPolice,#Awareness
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1712685572425420803,Oct 13,"Traffic Alert 
Traffic is heavy on Mathura road in the carriageway from Badarpur towards Ashram due to breakdown of a bus near Apollo Red Light. Kindly avoid the stretch.",https://pbs.twimg.com/media/F8SuXT8bgAAbea-?format=jpg&name=medium,3,12,,6.4K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1712656551977357344,Oct 13,"Traffic Alert 
Traffic may be affected on Ring road in the carriageway from Bharat Darshan Park towards round about Punjabi Bagh due to breakdown of a truck. Kindly plan your journey accordingly.",https://pbs.twimg.com/media/F8ST-R1akAA_aRs?format=jpg&name=small,2,10,,3K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1712656002942996881,Oct 13,"Traffic Alert 
Traffic may be affected in the carriageway from Dhaula Kuan towards Gurugram due to breakdown of a truck near Subroto Park. Commuters are advised to plan their journey accordingly.",https://pbs.twimg.com/media/F8STeCbbUAAbO7i?format=jpg&name=small,3,3,10,4.7K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1712470912925372757,Oct 12,Taking forward our efforts to make TSR drivers aware of,https://pbs.twimg.com/ext_tw_video_thumb/1712470634746560512/pu/img/V57a4x-i0i7A-bog.jpg,3,2,10,3.3K,#RoadSafety,#DelhiTrafficPolice,#Awareness
https://twitter.com/DelhiPolice,Delhi Police,@DelhiPolice,https://twitter.com/DelhiPolice/status/1712469433158136259,Oct 12,दिल्ली पुलिस की,https://pbs.twimg.com/ext_tw_video_thumb/1712469294217654273/pu/img/zHfjGEB8tK4GICg6.jpg,16,41,130,14K,#DPUpdates,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1712469414019580160,Oct 12,"Traffic Alert 
Traffic is heavy on Maa Anandmai Marg in the carriageway from Kalkaji Mandir towards Badarpur due to breakdown of a bus near Govindpuri Metro Station. Kindly avoid the stretch.",https://pbs.twimg.com/media/F8Pp1VHbYAAxOtX?format=jpg&name=small,14,,,2.8K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1712467883228635348,Oct 12,In continuation of creating,https://pbs.twimg.com/ext_tw_video_thumb/1712467532379291648/pu/img/5EtgtzvpLJWXji93.jpg,3,4,,2K,#RoadSafety,#DelhiTrafficPolice,#Awareness
https://twitter.com/DelhiPolice,Delhi Police,@DelhiPolice,https://twitter.com/DelhiPolice/status/1712117671574302827,Oct 11,"यातायात निर्देशिका

12 से 14 अक्टूबर, 2023 तक यशोभूमि (आई.आई.सी.ई.सी.), सेक्टर-25, द्वारका में आयोजित होने वाले पी-20 शिखर सम्मेलन के दृष्टिगत यातायात विनियम प्रभावी रहेंगे।

कृपया निर्देशिका का पालन करें।",https://pbs.twimg.com/media/F8Kp8UsXYAEWq3U?format=jpg&name=360x360,7,23,69,10K,#P20Summit,#DPTrafficAdvisory,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1712117855750426743,Oct 11,"यातायात निर्देशिका

12 से 14 अक्टूबर, 2023 तक यशोभूमि (आई.आई.सी.ई.सी.), सेक्टर-25, द्वारका में आयोजित होने वाले पी-20 शिखर सम्मेलन के दृष्टिगत यातायात विनियम प्रभावी रहेंगे।

कृपया निर्देशिका का पालन करें।",https://pbs.twimg.com/media/F8Kp-PzaMAACf8T?format=jpg&name=360x360,5,5,36,24K,#P20Summit,#DPTrafficAdvisory,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1712116743836156237,Oct 11,"Traffic Advisory

In view of the",https://pbs.twimg.com/media/F8Ko9b2bEAAjSOG?format=jpg&name=360x360,9,12,44,18K,#P20Summit,#DPTrafficAdvisory,
https://twitter.com/DelhiPolice,Delhi Police,@DelhiPolice,https://twitter.com/DelhiPolice/status/1712112582805643618,Oct 11,"Traffic Advisory

In view of the",https://pbs.twimg.com/media/F8KlUHbWEAA4RKy?format=jpg&name=360x360,7,30,89,14K,#P20Summit,#DPTrafficAdvisory,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1712091906401030650,Oct 11,"In furtherance of our efforts to make Delhi roads safer, the",https://pbs.twimg.com/ext_tw_video_thumb/1712091663676678144/pu/img/4aWfq30W4oS0JzJw.jpg,3,6,12,3.1K,#RoadSafety,#DelhiTrafficPolice,#FollowTrafficRules
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1712087593188512040,Oct 11,In continuation of creating,https://pbs.twimg.com/ext_tw_video_thumb/1712087325428293632/pu/img/T3UMdRPr2FV0PkNS.jpg,2,3,12,3.4K,#RoadSafety,#DelhiTrafficPolice,#FollowTrafficRules
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1712074592846766235,Oct 11,Know the 5 MORAL DUTIES you should fulfill while driving!,https://pbs.twimg.com/ext_tw_video_thumb/1712074400500215808/pu/img/SEGSIiI6P3RUpmNE.jpg,4,2,7,2.3K,#DriveSafe,#FollowTrafficRules,#RoadSafety
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1712021526600663098,Oct 11,"Traffic Alert 
Traffic may be affected in the carriageway from GGR-PDR towards Dhaula Kuan due to breakdown of an HTV near Manekshaw Centre. Kindly plan your journey accordingly.",https://pbs.twimg.com/media/F8JSeY-aAAASlxY?format=jpg&name=small,1,1,6,2.5K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1712013909853605958,Oct 11,"Traffic Alert 
Traffic is affected in the carriageway from Moti Nagar towards Zakhira due to breakdown of a bus near P.S. Moti Nagar. Kindly avoid the stretch.",https://pbs.twimg.com/media/F8JLfT2aUAAxmam?format=jpg&name=small,1,16,,3.1K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1711947117814857732,Oct 11,"Traffic Alert 
Traffic is affected on Rohtak road in the carriageway from round about Punjabi Bagh towards Zakhira due to uprooting of a tree. Kindly avoid the stretch.",https://pbs.twimg.com/media/F8IOvy1bQAA_Wzg?format=jpg&name=small,3,1,20,5.6K,,,
https://twitter.com/dtptraffic,Delhi Traffic Police,@dtptraffic,https://twitter.com/dtptraffic/status/1711739554150125818,Oct 10,"Traffic Alert 
Traffic is affected on Lala Hardev Sahai Marg in the carriageway from ISBT, Kashmere Gate towards Tis Hazari due to demonstration. Kindly avoid Ring Road and stretch from Yudhishter Setu towards Tis Hazari.",,13,7,15,11K,,,
