css-4rbku5 href,UserId,Tweet_Url,Date-Time,Tweets,Comments,Retweets,Likes,Impressions,r-1p0dtai src,Retweet,Like
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1717593274943234377,Oct 26,"No wonder AC Milan hasn't scored a goal in UCL this season, they are playing their goalkeeper up top",266,1.9K,40K,2.2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1717549407883698375,Oct 26,Accurate,284,1.8K,31K,1.2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1717530471247069474,Oct 26,"Group F of Champions League

(",553,6.6K,126K,6.1M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1717499574292550134,Oct 26,The duality of Premier League,438,6.6K,74K,4.1M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1717490565527310552,Oct 26,South African football,441,2.2K,19K,2.7M,blob:https://twitter.com/11c90a74-828a-45a3-97ce-74a0036d2df7,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1717284999487971596,Oct 26,Maguire > AC Milan,391,3.3K,46K,2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1717192283647549681,Oct 25,"When it's a Champions League night

(",160,1K,7.9K,589K,blob:https://twitter.com/82b2802c-90f7-48a9-9b64-0ae881786e5a,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1717168635267960975,Oct 25,"If this season continues like this, it's time to pack my bag and close this account.",565,5.9K,66K,3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1717130647435616673,Oct 25,To every Galatasaray fan sending me hate messages,854,2.3K,49K,2.8M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1717106728070738106,Oct 25,Maguire starts playing and Man Utd have won 3 games in a row,606,5.3K,76K,3.1M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716925438843633677,Oct 25,I am sorry Andre Onana,523,3.3K,30K,1.7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716923305654100118,Oct 25,They single handedly won the game for Man United tonight.,648,5.7K,64K,3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716922442302849361,Oct 25,ONANA SAVED A PENALTY IN THE 97TH MIN,472,3.9K,70K,3.3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716906475476684821,Oct 25,Me trying to watch the Champions League games tonight,229,1.4K,28K,1.8M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716888093201215533,Oct 25,A Galatasaray fan watching the game against Bayern Munich,298,1.4K,36K,2.6M,blob:https://twitter.com/f8eac869-b928-40da-96ca-bf08752a0738,From,@onuralpwashere
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716884023098945862,Oct 24,Galatasaray getting cooked by Bayern Munich,905,3.7K,65K,3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716868131984146939,Oct 24,"Few things are certain in life:

1) Death
2) Taxes
3) A Galatasaray penalty",1.5K,8.3K,116K,7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716550668020768908,Oct 24,There's a new Elephant on top of the tree,863,5.4K,64K,2.9M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716527653405040658,Oct 24,Coritiba's new goal kick strategy. Pep should take notes.,349,2.7K,38K,3.6M,blob:https://twitter.com/cc107c9a-c51e-4b3c-80e9-56e6704ab0e6,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716467827971080400,Oct 23,League goals in October,624,4.4K,66K,3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716443092876750971,Oct 23,Chad USA,191,1.9K,36K,1.9M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716408082580861254,Oct 23,"Mykhailo Mudryk has more league goals than Rashford, Antony, Hojlund and Mount combined this season",750,4.5K,61K,3.7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716380773496799249,Oct 23,Another 7-1 in Brazil,254,1.7K,41K,2.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716140495359885452,Oct 22,I love this app,227,1.2K,25K,1.6M,,),
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716102239301890320,Oct 22,Ramos is secretly a Barca fan,333,3.5K,71K,3.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716092922884407443,Oct 22,Inter fans today,219,1.7K,38K,2.1M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716058795112075509,Oct 22,POV: You are Sergio Ramos,467,7.1K,128K,7.6M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1716032187395416364,Oct 22,"“Lets put a smile on that face”

- Sergio Ramos, 2023.",898,9.7K,183K,20M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1715837121980723280,Oct 22,"Liverpool won
Man City won
Chelsea and Arsenal drew
Man Utd won

Admin right now:",886,7.4K,117K,6.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1715808134042657093,Oct 22,Huge 3 points for Arsenal,648,7.2K,78K,7.7M,,read image description,ALT
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1715798528285360540,Oct 22,Chelsea these days,341,1.9K,25K,1.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1715771720798265447,Oct 21,Saliba was playing basketball and Arsenal fans are wondering how it's a penalty,311,1.6K,24K,1.6M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1715744651544564032,Oct 21,Doku made Milner do push ups,406,2.5K,39K,2.2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1715733213878821013,Oct 21,Julian Alvarez is doing everything to stop Haaland from winning the Ballon d'Or,328,1.8K,43K,1.8M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1715724467161178145,Oct 21,Salah made Pickford to pray for Gaza,685,3.5K,42K,2.8M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1715718883150045564,Oct 21,Salah,985,9.7K,95K,6.8M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1715671246375919894,Oct 21,1000 IQ,358,5.7K,59K,5.5M,blob:https://twitter.com/0754cc07-928e-4318-a9a5-54a43694220e,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1715654571614171446,Oct 21,Football is back,334,2.7K,41K,2.1M,,),
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1715470638595330484,Oct 21,Chelsea is coming for Arsenal,577,3.3K,34K,1.7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1715671246375919894,Oct 21,1000 IQ,358,5.7K,59K,5.5M,blob:https://twitter.com/0754cc07-928e-4318-a9a5-54a43694220e,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1715445401992548475,Oct 21,Sadio Mane with Kylian Mbappe and Choupo-Moting,253,2K,33K,1.8M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1715422008794648641,Oct 20,When you've just been born and see your dad wearing a Man United shirt,1.1K,6.1K,74K,5.4M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1715364586482708493,Oct 20,When you go to her house and see a PS5 with FC 24 downloaded in it,78,291,3.7K,561K,blob:https://twitter.com/f6bd8054-63cb-439d-a4ef-5e25228aca35,From,","
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1715336645652713544,Oct 20,"Bend it like Beckham

(",211,2.3K,33K,3.6M,blob:https://twitter.com/4e29dc92-ad48-40a5-ba94-c0a5c813ec5c,From,Enezator
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1714672845211521027,Oct 18,Lockdown Arsenal was the Arsenal we all loved,345,2.4K,23K,2.1M,,From,Sue_The_Bastard
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1714634044208542125,Oct 18,Reece James injured himself again in Chelsea training,710,6K,87K,5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1714618274434982347,Oct 18,De Paul got betrayed by Messi,841,5.4K,144K,13M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1714600392518939111,Oct 18,Watch till the end,523,2K,13K,2M,blob:https://twitter.com/f917f5be-3044-46f3-9315-6cd28fc11dad,From,King Jamez Thunderman
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1714575748130836548,Oct 18,Bald Lorenzo Insigne looks like Pep Guardiola.,406,3.3K,73K,4.1M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1714543826310746493,Oct 18,Vinicius forgot the ball,460,1.2K,17K,2.9M,,,https://
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1714372856920871107,Oct 18,San Marino have equalised against Denmark,255,734,27K,1.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1714365045654573200,Oct 18,"Camavinga can actually play anywhere, here he was playing for Scotland.",285,1.6K,32K,2.2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1714333912065802320,Oct 17,Least racist Italian,326,1.9K,22K,3.7M,blob:https://twitter.com/1544047d-7c77-4573-a3e6-7fa5990ad983,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1714280978632585294,Oct 17,Drunk Messi > Drunk Grealish,384,4K,52K,4.8M,blob:https://twitter.com/c44a73a0-fc1e-48c8-9fbe-29b61f6526bc,From,Gadimov
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1713910632112611802,Oct 16,"The last digit of your like has to defend a 1v1 to save your life.

Are you alive!?",3.5K,1.8K,80K,7.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1713881946424565861,Oct 16,"Never ask a man his salary, a woman her age and Barca what they did with the Neymar's money.

(",487,3.1K,50K,2.8M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1713840568172704064,Oct 16,Haters will say it's fake,695,1.4K,14K,1.4M,blob:https://twitter.com/86a07cab-6acd-4007-9512-92b3d0b87fbc,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1713589838589333931,Oct 15,Who is calling me?,1.7K,1.1K,20K,2.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1713575983133945900,Oct 15,Me right now,311,1.3K,25K,1.4M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1713524188298805547,Oct 15,Only true football fans will get this,2K,5.7K,95K,12M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1713503019101200653,Oct 15,"How football match ratings work

(",178,913,20K,1.3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1713477989143380061,Oct 15,Day 7 of the international break,603,7.4K,64K,4.1M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1713324457165455365,Oct 15,Troll Football during international break since Germany started winning again,133,540,15K,778K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1713278108814524753,Oct 15,Pulisic after scoring against Germany,2.1K,5.7K,110K,10M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1713277729938845869,Oct 15,"*Sheikh Jassim has withdrawn his offer to buy Man United*

Their fans:",201,1.4K,14K,982K,,,
https://twitter.com/RoqTechnology,@RoqTechnology,https://twitter.com/hashtag/frontenddatabasequery?src=hashtag_click,#frontenddatabasequery,"Secure database queries directly from your frontend code.

ROQ is Your SaaS app's data layer with a Postgres database, fortified with multi-tenancy, authentication, roles & permissions.",roq.dev,,1,5,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1713224635892842880,Oct 14,"Who is the worst goalkeeper in the Premier League?

Me:",512,2.5K,27K,2.9M,blob:https://twitter.com/8d74d885-55e4-418b-a1b9-64b27baf728b,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1713180995791310931,Oct 14,Double standards,708,3K,57K,4.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1712813153606603000,Oct 13,This is brilliant,264,1.2K,9.2K,880K,blob:https://twitter.com/39b96f33-eb21-4c90-9ccf-479520ff4d7d,From,Spion Kop
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1712794983382626653,Oct 13,I HATE INTERNATIONAL BREAKS,288,1.7K,29K,1.3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1712754688028770806,Oct 13,Tottenham at the top of the table,496,3.8K,55K,2.6M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1712557619557376385,Oct 13,Where is bro going?,414,1.3K,32K,5.9M,blob:https://twitter.com/e8fe89ca-ac04-4c75-8939-8d047e9ab482,From,PabloBatalla31
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1712551557303251358,Oct 13,GO,3.4K,1.9K,23K,4.2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1712543528520397043,Oct 13,Football analysis in Portugal,329,2.6K,23K,3.1M,blob:https://twitter.com/adac3b5a-3231-4b99-9dda-a592cb91e5f9,From,Pardalita
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1712481606685147223,Oct 12,As a kid I thought Arsenal was named after Arsene Wenger,2.4K,13K,130K,6M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1712464612694925346,Oct 12,Bro just wanna enjoy life,544,5.4K,48K,5.3M,blob:https://twitter.com/c7bec912-8714-41d1-a0d4-5026aad6a484,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1712557619557376385,Oct 13,Where is bro going?,414,1.3K,32K,5.9M,blob:https://twitter.com/e8fe89ca-ac04-4c75-8939-8d047e9ab482,From,PabloBatalla31
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1712543528520397043,Oct 13,Football analysis in Portugal,329,2.6K,23K,3.1M,blob:https://twitter.com/adac3b5a-3231-4b99-9dda-a592cb91e5f9,From,Pardalita
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1712464612694925346,Oct 12,Bro just wanna enjoy life,544,5.4K,48K,5.3M,blob:https://twitter.com/c7bec912-8714-41d1-a0d4-5026aad6a484,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1712440484960809021,Oct 12,Dalot is savage,538,5K,100K,5.7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1712405068106944752,Oct 12,I'll just leave this here,932,4.9K,68K,4.2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1712191322574983185,Oct 12,Bellingham goals this season:,695,3.2K,43K,5.3M,blob:https://twitter.com/6d8888ea-0ab3-49f4-ab6b-eb746e631d1c,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1712158110729568351,Oct 11,Tottenham is just happy to be there,1.1K,9.9K,81K,7.4M,blob:https://twitter.com/afc65a13-0b6a-4f50-88dd-6574240608b3,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1711361804452909481,Oct 9,"Assists this season:

Pele: 0
Maradona: 0
Ronaldinho: 0
Zidane: 0

Maguire: 1",660,5.3K,83K,3.2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1711339335688024124,Oct 9,Harry Kane,299,1.9K,45K,1.7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1711154139005145147,Oct 9,"Time traveler: *moves a chair*

The timeline:",173,1.4K,33K,1.3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1711108598607258033,Oct 9,Lamine Yamal carrying Barcelona,359,3.1K,54K,1.6M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1711090958136140164,Oct 9,Bro thinks he's Ronaldinho,793,3K,60K,6.1M,,From,ali
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1711083064384696441,Oct 8,Arsenal vs Man City,620,8.1K,59K,4.3M,blob:https://twitter.com/5c4cc944-4e0c-48bd-83c8-60b618f39a9b,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1711076811889574077,Oct 8,Haaland with his parents,615,5.8K,55K,2.6M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1711071111188717647,Oct 8,Haaland without De Bruyne,1.1K,16K,176K,8.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1711069695305277451,Oct 8,"Man City without KDB, Rodri and Haaland",507,3.5K,53K,2.3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710999094901068165,Oct 8,Arsenal fans when they realise they play their masters Man City today,342,996,17K,842K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710980326514721123,Oct 8,Tottenham at the top of the table after selling Harry Kane,267,3K,49K,1.7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710967412290474261,Oct 8,The last time Arsenal beat Man City in the league:,215,790,5.8K,1.3M,blob:https://twitter.com/389cfc2b-8010-430b-9456-acb763643950,From,Allan Saint-Maximin
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710954318495408564,Oct 8,Cry Watch: Zinchenko now has more Insta stories than assists this season.,618,4.5K,62K,3.4M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710788170025926874,Oct 8,"Clean sheets in October

Onana: 0
Giroud: 1",747,18K,205K,9.8M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710706307869683779,Oct 7,Monday night RAW,235,1.7K,28K,978K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710697513265533307,Oct 7,"No one: 

Jude Bellingham after scoring a goal:",343,4.4K,80K,2.7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710691047892746474,Oct 7,Onana in goal celebration,433,3.6K,70K,2.3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710683940015554571,Oct 7,Man Utd to Chelsea after they win 3 games in a row,266,2.1K,34K,1.3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710626241378750513,Oct 7,Equality,389,1.5K,20K,2.9M,blob:https://twitter.com/faeac812-77da-4256-88b4-9db16f1cab87,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710589768575467651,Oct 7,David Luiz looks like a guy who's been stranded on an island for a year,825,4.3K,57K,3.6M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710584845699514399,Oct 7,It's matchday folks,241,2.7K,46K,1.7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710391381301109026,Oct 7,I have just witnessed a murder on the timeline,1.6K,5.8K,30K,3.2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710356890071240749,Oct 6,An important update for the Man United fans,589,4.3K,37K,3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710348968008220699,Oct 6,Al Ahli owns Al Ittihad,1K,2.9K,12K,1.9M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710300602192769295,Oct 6,We are all familiar with their game,434,3K,57K,2.7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710284399994900689,Oct 6,Fight for the best oil club,462,7.2K,113K,3.7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710277826585178576,Oct 6,Thank you Jack,173,1.7K,32K,1.2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710232907326087659,Oct 6,Yoga Onana,762,5.5K,71K,2.7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1710022276299501600,Oct 6,Group A of Champions League,896,9.9K,114K,9.5M,blob:https://twitter.com/ae120805-9a5a-425c-b185-f3caed156603,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709991879989756154,Oct 5,Manchester United back to where they belong,238,1.8K,16K,1.4M,blob:https://twitter.com/bbda1253-f1bf-4f3f-b87f-bfae47d89255,From,Man U Troll Football
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709985753948627382,Oct 5,So this is why Haaland never cuts his hair,231,2.6K,27K,2.3M,,Denmark: $48.21,Sweden: $46.13
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709935382287274288,Oct 5,Ten Hag can’t cook,654,7.8K,94K,4.3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709678925612204139,Oct 5,Poor Porto,560,6.2K,56K,3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709676809510391936,Oct 5,Newcastle United and PSG,469,3.4K,50K,1.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709674224917393648,Oct 5,PSG with Neymar & Messi vs PSG without Neymar & Messi,682,6.7K,75K,2.9M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709671427480162331,Oct 5,Live scenes from Porto,1K,15K,109K,7.9M,blob:https://twitter.com/586588b7-34dc-41df-8c62-7d4e551277ea,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709669890041303269,Oct 5,Barcelona's man of the match,1.4K,10K,87K,4.4M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709668477139566621,Oct 5,Ousmane Dembele at PSG,225,1.9K,21K,674K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709658138058633497,Oct 5,Newcastle United in group of death,663,12K,91K,10M,blob:https://twitter.com/e3569ea2-de29-4f9b-b09c-b5ec06ebcd3b,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709654067318833477,Oct 5,Refereelona are back!!,1.1K,9.9K,70K,4.7M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709649809332674637,Oct 5,Onana watching Marquinhos from his home,129,1K,23K,620K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709610388734492857,Oct 4,Man United trying to find a club they can beat,1.1K,16K,97K,7.7M,blob:https://twitter.com/01e9bae1-2ea7-4e79-b7ba-b7a23a7f197e,From,TF Videos
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709345607796551932,Oct 4,"Points in Champions League this season:

Chelsea: 0 points
Man Utd: 0 points",570,7.2K,63K,2.1M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709327111737966641,Oct 4,55m Onana got chipped from here,587,3.7K,76K,4M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709321812733984951,Oct 4,Champions League 2023-24,404,3.5K,43K,1.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709318759721120148,Oct 4,Galatasaray at Old Trafford,516,8.2K,109K,4.3M,blob:https://twitter.com/0391013f-6a14-404d-a38e-2e093c56b6f2,From,can gurses
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709316558583923182,Oct 4,Lens against Arsenal,355,2.4K,15K,1.6M,blob:https://twitter.com/f8dfcfff-1ac8-4b68-9c90-b6d33b39a864,From,Anwar Lodhi
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709315639385420210,Oct 4,"It's so hard to win at Old Trafford, even Man United can't win there.",659,7.9K,94K,3.6M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709313269431779437,Oct 4,We are just 2 months into the season,739,11K,99K,3.6M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709311898259517774,Oct 4,Man United,309,4.4K,29K,1.2M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709308020381937901,Oct 4,Group A of Champions League,920,10K,138K,7.9M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709306388717986184,Oct 4,Casemiro against Galatasaray,523,4.8K,75K,3.8M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709305448086519942,Oct 4,Man United's defence,332,2.7K,38K,1.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709301346547950065,Oct 4,I love this app,119,635,9.5K,395K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709296667285999623,Oct 4,Onanaman,792,5.8K,67K,2.5M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709293998890733569,Oct 4,Bellingham is a tank,186,1.3K,22K,605K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709288185216315411,Oct 4,Zaha whenever he plays at Old Trafford,290,2.9K,68K,2.3M,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1709278238604738982,Oct 4,Braga comes back from 2-0 down to beat Union Berlin,120,878,13K,554K,,,
https://twitter.com/TrollFootball,@TrollFootball,https://twitter.com/TrollFootball/status/1708933412046667944,Oct 3,"Mudryk scored
Chelsea scored 2 in 2 mins
Havertz scored
Man City lost
Spurs at 2nd
PSG at 5th
Ramos own goal vs Barca
Arsenal playing Champions League",779,8.8K,104K,5.4M,,,
