css-4rbku5 href,UserId,Tweet_Url,Date,Tweets,Comments,Retweets,Likes,Impressions,css-4rbku5 3,css-4rbku5 4,css-4rbku5 5,css-4rbku5 6
https://twitter.com/IR_BharatGaurav,@IR_BharatGaurav,https://twitter.com/IR_BharatGaurav/status/1717122881635946991,Oct 25,"Immerse yourself in divine ambiance of ancient temples of the Glorious Gujarat with Statue of Unity Ex-Agartala (EZBG10). 

Book now on",1,1,5,2.2K,#DekhoApnaDesh,#Travel,#BharatGaurav,#Gujarat
https://twitter.com/Maharajas_Exp,@Maharajas_Exp,https://twitter.com/Maharajas_Exp/status/1717152914404421786,Oct 25,Dining in the elegant Mayur Mahal as Maharajas' Express takes you through breathtaking landscapes is the finest way to experience,3,15,,3.5K,#SundaySerenity,#dekhoapnadesh,#india,#maharajasexpress
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1717147765879533696,Oct 25,"Ensure ultimate relaxation for yourself during hotel stays by booking hotels with spas on the IRCTC portal. 

Book hotel rooms on",3,1,7,2.7K,#DekhoApnaDesh,#Travel,#hotel,#Booking
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1717129366352851058,Oct 25,"Explore Odisha with Divine Puri Tour Package (NDA15) starting on 02.11.23 and 23.11.23 from Delhi. 

Book now on",1,2,16,3.9K,#DekhoApnaDesh,#Travel,#Odisha,#Delhi
https://twitter.com/buddhistrain,@buddhistrain,https://twitter.com/buddhistrain/status/1717048835493724601,Oct 25,Enjoy a pleasant stroll through the lush and green,1,2,8,2.4K,#Venuvan,#BuddhasFootprint,#BuddhistTrain,#BuddhistPilgrimage
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1717040392447914291,Oct 25,आज ही अपना,2,2,46,7.9K,#जयपुर,#BharatDekho,#TravelIndia,#AirTickets
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1716661863877144899,Oct 24,Air wishes you a blessed,9,3,28,7.2K,#IRCTC,#Dussehra,#IRCTC,#Air
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1716660523557859831,Oct 24,IRCTC wishes you many blessings from Lord Ram. May this,16,5,37,6.5K,#Dussehra,#IRCTCWaliNavratri,#विजयादशमी,#HappyDussehra
https://twitter.com/eCateringIRCTC,@eCateringIRCTC,https://twitter.com/eCateringIRCTC/status/1716660407082099148,Oct 24,This,3,4,15,3.7K,#Dussehra,#FoodOnTrack,#trainfood,#foodintrain
https://twitter.com/GoldenChariotIR,@GoldenChariotIR,https://twitter.com/GoldenChariotIR/status/1716658050457854240,Oct 24,The,1,8,24,3.3K,#GoldenChariot,#Dussehra,#Dussehra2023,#VijayaDashami2023
https://twitter.com/eCateringIRCTC,@eCateringIRCTC,https://twitter.com/eCateringIRCTC/status/1716660407082099148,Oct 24,This,3,4,15,3.7K,#Dussehra,#FoodOnTrack,#trainfood,#foodintrain
https://twitter.com/GoldenChariotIR,@GoldenChariotIR,https://twitter.com/GoldenChariotIR/status/1716658050457854240,Oct 24,The,1,8,24,3.3K,#GoldenChariot,#Dussehra,#Dussehra2023,#VijayaDashami2023
https://twitter.com/buddhistrain,@buddhistrain,https://twitter.com/buddhistrain/status/1716656262514188651,Oct 24,May you overcome your inner evils and attain inner peace on the blessed occasion of,1,4,11,2.7K,#Dussehra,#BuddhistCircuitTouristTrain,#Dussehra2023,#festivalvibes
https://twitter.com/IR_BharatGaurav,@IR_BharatGaurav,https://twitter.com/IR_BharatGaurav/status/1716657848581574869,Oct 24,IRCTC Bharat Gaurav Tourist Train wishes you a,1,3,18,3.4K,#HappyDussehra,#विजयादशमी,#HappyDussehra,#VijayaDashami
https://twitter.com/Maharajas_Exp,@Maharajas_Exp,https://twitter.com/Maharajas_Exp/status/1716440394823798997,Oct 23,"Catch glimpses of India's timeless history and traditions in the ancient city of Varanasi.

Click the link www.the-maharajas.comto begin a",1,2,13,3.9K,#RoyalTravel,#dekhoapnadesh,@tourismgoi,
https://twitter.com/Maharajas_Exp,@Maharajas_Exp,https://twitter.com/Maharajas_Exp/status/1716408111807017295,Oct 23,Delve into the rich art and culture hidden in every corner of India as you undertake a,1,1,8,3.6K,#RoyalTravel,#dekhoapnadesh,#india,#maharajasexpress
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1716438908052058528,Oct 23,"Feel like going on a trip?

Buy bus tickets to your dream destinations on",4,,,3.2K,#DekhoApnaDesh,#Travel,#bus,#bustravel
https://twitter.com/buddhistrain,@buddhistrain,https://twitter.com/buddhistrain/status/1716432679988830285,Oct 23,Experience,1,2,13,2.4K,#Buddha,#Lumbini,#BuddhasFootprint,#BuddhistTrain
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1716402732322468146,Oct 23,"Explore one of the largest Harappan sites at Dholavira – An Island Between Lake Of Salt (WMR157A). The tour commences on 24th December 2023 from Mumbai.

Book now on",1,10,,3.4K,#DekhoApnaDesh,#Travel,#Gujarat,#bhuj
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1716365060518666688,Oct 23,"Are you looking for the most affordable hotel rooms in your city? 

Look for affordable hotels with discounts on the IRCTC portal.

Visit",1,8,,3.4K,#DekhoApnaDesh,#Travel,#hotel,#Booking
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1716354776395583861,Oct 23,"Between the Elephant Procession and the lighting up of the Amba Vilas Palace,",1,2,16,3.2K,#MysoreDasara,#NavratriRangIRCTCSang,#dekhoapnadesh,#Navratrispecial
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1716339283081212126,Oct 23,IRCTC wishes you and your family a blessed,11,2,40,6.6K,#MahaNavami,#dekhoapnadesh,#Navratrispecial,#offer
https://twitter.com/eCateringIRCTC,@eCateringIRCTC,https://twitter.com/eCateringIRCTC/status/1716330495326425172,Oct 23,Do you know this special,3,2,6,3.7K,#Navratri,#MahaNavami,#NavratriTreats,#FoodOnTrack
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1716061852256612644,Oct 22,Planning,3,1,19,5.1K,#AirTravel,#IRCTCAir,#Discount,#Travel
https://twitter.com/GoldenChariotIR,@GoldenChariotIR,https://twitter.com/GoldenChariotIR/status/1716048589104005189,Oct 22,Let the memorable sights on the Pride of,1,6,15,3.2K,#Karnataka,#TravelDetails,#TravelIndia,#ExploreKarnataka
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1716016062117077475,Oct 22,"Visit Central India's Biggest Nature Cure Centre to rejuvenate your mind, body & soul with the Lotus Detox Package-Cleanse-Rejuvenate-3 Nights (SCBSW02). 
 
 Available daily from Raipur.

Book now on",13,,,4.5K,#DekhoApnaDesh,#detox,#Nature,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1715992955150881181,Oct 22,"Energetic dandiya nights await you in the state of Gujarat. 

Plan a",3,21,,5K,#Navratri,#NavratriRangIRCTCSang,#dekhoapnadesh,#Navratrispecial
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1715678115295350797,Oct 21,"It's time to witness the Best Of Nepal Ex Delhi (NDO04) from its ancient temples and stupas to its mighty Himalayas. The tour starts on 25.11.2023.

Book now on",1,19,,4.6K,#travel,#Nepal,,
https://twitter.com/Maharajas_Exp,@Maharajas_Exp,https://twitter.com/Maharajas_Exp/status/1715636363373207618,Oct 21,"Feel the weight of your everyday life disappear with the soulful evening rituals at the Ganges.

Go to",1,4,13,3.8K,#RoyalTravel,#dekhoapnadesh,#india,#maharajasexpress
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1715632193077477436,Oct 21,"Ensure ultimate relaxation for yourself during hotel stays by booking hotels with spas on the IRCTC portal.

Book hotel rooms on",1,1,14,3.8K,#DekhoApnaDesh,#Travel,#Hotel,#BOOKING
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1715615790664409197,Oct 21,This,9,4,20,7K,#Navratri,#KulluDussehra,#NavratriRangIRCTCSang,#dekhoapnadesh
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1715381842705313800,Oct 20,इस खूबसूरत,4,2,34,6.8K,#IRCTC,#Travel,#Japan,#HokkaidoBeach
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1715358157487370728,Oct 20,"Want to embark on a journey to self-discovery in Odisha's spiritual capital?

Plan a one-day trip to Puri by buying bus tickets on",1,4,25,4.6K,#DekhoApnaDesh,#Travel,#Puri,#Odisha
https://twitter.com/IR_BharatGaurav,@IR_BharatGaurav,https://twitter.com/IR_BharatGaurav/status/1715352363287064711,Oct 20,"Feel the spiritual impact of the 7 Jyotirlinga Yatra by Bharat Gaurav Tourist Train (NZBG25) starting on 17.11.23 from Gorakhpur.

Book now on",5,20,,6.7K,#DekhoApnaDesh,#Travel,#BharatGaurav,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1715345282328821795,Oct 20,"Witness the seamless integration of city life and local culture in Enchanting Singapore and Malaysia with our comprehensive tour package.

Highlights:

Tour Name: Enchanting Singapore and Malaysia
(NDO21)

Duration: 6 Nights/7 Days

Tour Dates: 20.11.2023 & 04.12.2023

Tour…",24,,,3.7K,,,,
https://twitter.com/GoldenChariotIR,@GoldenChariotIR,https://twitter.com/GoldenChariotIR/status/1715326023880020443,Oct 20,"Do you know which of these cities is called the Queen of the Arabian Sea? 

Answer in the comments",5,5,15,3.4K,#GoldenHour,#TravelIndia,#ExploreHistory,#IndianHeritage
https://twitter.com/IR_BharatGaurav,@IR_BharatGaurav,https://twitter.com/IR_BharatGaurav/status/1715325208356360488,Oct 20,"Spend 13 days of spiritual bliss with the Bharat Gaurav Shirdi & 8 Jyotirlinga Yatra, Ex Purnea Court (EZBG13)

scheduled to start on 25.11.2023. Book now on",5,16,,3K,#DekhoApnaDesh,#Travel,#bharatgaurav,
https://twitter.com/Maharajas_Exp,@Maharajas_Exp,https://twitter.com/Maharajas_Exp/status/1715318151276331046,Oct 20,It's time to discover the immeasurable,2,4,14,4.3K,#SundaySerenity,#dekhoapnadesh,#india,#maharajasexpress
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1715315520990593485,Oct 20,"अमृत भारत, वंदे भारत और नमो भारत की ये त्रिवेणी इस दशक के अंत तक भारतीय रेल के आधुनिकीकरण का प्रतीक बन जाएगीः माननीय प्रधानमंत्री",2,6,39,6.8K,,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1715233219296280949,Oct 20,Explore the…,3,4,37,6.7K,#NavratriRangIRCTCSang,#Maharashtra,#Dusshera,#train
https://twitter.com/buddhistrain,@buddhistrain,https://twitter.com/buddhistrain/status/1714986600176968147,Oct 19,Explore the vast history of,2,3,16,3.8K,#Buddhism,#BuddhistCircuitTouristTrain,#BuddhasFootsteps,#BuddhistPilgrimage
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714999877158211681,Oct 19,Explore the cultural marvels of Vietnam and the ancient wonders of Cambodia on our exclusive journey: ',3,3,19,4.2K,#Ayodhya,#Vietnam,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714987547867365566,Oct 19,"Let's tally up your travel adventures! How's your travel score looking? 

Solo trips, group escapades, and unforgettable experiences – which ones have you checked off? 

Share your scorecard and tag your",7,1,19,5.2K,#Travel,#Buddies,#dekhoapnadesh,#adventuretime
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714950538524238188,Oct 19,माननीय रेल मंत्री श्री,1,3,27,5.8K,#RaiIInfra4Northeast,#ActEast,#RailInfra4JammuandKashmir,
https://twitter.com/RailMinIndia,@RailMinIndia,https://twitter.com/RailMinIndia/status/1714942327532208553,Oct 19,Hon’ble MR Shri,12,284,471,30K,#RaiIInfra4Northeast,#ActEast,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714947519162290232,Oct 19,"Explore the mighty forts and elegant palaces of India's desert state with the Delightful Rajasthan Covering Udaipur, Kumbalgarh And Mount Abu (NDA32) tour starting from Delhi on 13.12.023.

Book now on",2,2,18,3.5K,#DekhoApnaDesh,#Travel,#Rajasthan,#Delhi
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714920289262518582,Oct 19,": A lively blend of music, Garba, and star-studded charm! Don't miss out on this memorable celebration. 

Join the festivities in Ahmedabad,",3,2,14,4.1K,#Navratri2023,#Gujarat,#IRCTC,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714910969351340101,Oct 19,"From the grand rituals to the vibrant pandals, let the fervour of",8,6,41,5.2K,#DurgaPuja,#Kolkata,#Navratri,#NavratriRangIRCTCSang
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714890012024873255,Oct 19,"Spend some days away from the daily hustle of cities at peaceful cottages on the IRCTC portal.

Book hotel rooms on",1,14,,3.5K,#DekhoApnaDesh,#Travel,#hotel,
https://twitter.com/eCateringIRCTC,@eCateringIRCTC,https://twitter.com/eCateringIRCTC/status/1714882504535199806,Oct 19,This,2,3,14,3.3K,#Navratri,#NavratriTreats,#FoodOnTrack,#trainfood
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714869716605645055,Oct 19,Get ready to explore the enchanting culture and music of,2,3,17,5.7K,#Nagaland,#HornbillFestival,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714592360955535859,Oct 18,Get ready for the ultimate cultural extravaganza at the Hornbill Festival!,1,1,18,5.2K,,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714578216512577867,Oct 18,"Make your holidays worth remembering with luxurious hotels that add to your experience.

Book hotel rooms on",1,9,,3.6K,#DekhoApnaDesh,#Travel,#hotels,#ROOM
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714565015188156548,Oct 18,"Brace yourself for the Tehri Acro Festival from 24-28 Nov, 2023!",18,,,4.8K,,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714553827108741284,Oct 18,Be part of Tamil Nadu's unique,9,3,27,7.1K,#Navratri,#NavratriRangIRCTCSang,#DekhoApnaDesh,#Travel
https://twitter.com/eCateringIRCTC,@eCateringIRCTC,https://twitter.com/eCateringIRCTC/status/1714523908903473159,Oct 18,Planning to travel during,2,3,16,3.8K,#Navratri,#NavratriTreats,#FoodOnTrack,#trainfood
https://twitter.com/IR_BharatGaurav,@IR_BharatGaurav,https://twitter.com/IR_BharatGaurav/status/1714527423822471405,Oct 18,"Witness the blend of scenic nature, historic sites and rich biodiversity on the North East Discovery (CDBG10) tour starting on 16.11.2023 from Delhi.

Book now on",2,11,,3.3K,#DekhoApnaDesh,#Travel,#BharatGaurav,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714523508745830784,Oct 18,"मौका भी है और दस्तूर भी ! 

आज ही अपनी कोलकाता की टिकट बुक करने के लिए",3,2,26,6.6K,#WorldCup2023,#durgapuja,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714282756522610991,Oct 17,Immerse yourself in the perfect blend of tradition and modernity at the Hornbill Festival!,1,1,23,6.5K,,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714282756522610991,Oct 17,Immerse yourself in the perfect blend of tradition and modernity at the Hornbill Festival!,1,1,23,6.5K,,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714273571730804980,Oct 17,Book your journey today on,1,9,,4.2K,,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714268359846662175,Oct 17,"Pack your bags for an exhilarating time in Goa during the 37th National Games! (26th OCT to 9th NOV., 2023)",8,,,3.9K,,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714178092158390550,Oct 17,एयर,7,1,18,6.9K,#IRCTC,#TicketBookings,#TravelDeals,#FlyHome
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714167203183133141,Oct 17,Experience the spiritual fervor of,1,12,,4.3K,#Navratri,#Uttarakhand,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1714149521582891365,Oct 17,"Different states of India have their unique way of celebrating the blessed nights worth experiencing.

Enjoy",8,5,32,5.6K,#NavratriRangIRCTCSang,#Comments,#नवरात्रि,#DekhoApnaDesh
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1713942471246508486,Oct 16,It's time for a surreal travel,2,2,21,4.5K,#IRCTC,#Air,#Discount,
https://twitter.com/GoldenChariotIR,@GoldenChariotIR,https://twitter.com/GoldenChariotIR/status/1713885899124310384,Oct 16,Admire,1,6,19,3.4K,#TamilNadu,#GoldenChariot,#TravelInIndia,#ExploreHistory
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1713856814788526179,Oct 16,हिमाचल प्रदेश का अंतरराष्ट्रीय ख्याति का यह,4,1,20,6.3K,#ICCWorldCup2023,#dilbolejashn,#IndianCricketTeam,#IRCTCAir
https://twitter.com/PMOIndia,@PMOIndia,https://twitter.com/PMOIndia/status/1713810185574379860,Oct 16,Special Cleanliness Campaign: Railways earn Rs 66 lakh from scrap disposal,104,563,2.2K,248K,,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1713836556283470276,Oct 16,"Celebrate a kingly Christmas in India's vibrant desert state with the Christmas Special Shades Of Royal Rajasthan (EHA017H) tour starting on 23.12.2023 from Kolkata.

Book now on",2,14,,3.1K,#DekhoApnaDesh,#Travel,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1713829288196403223,Oct 16,Wishing,1,20,,4.3K,#NSG,#RaisingDay,#HappyFlying,#IRCTC
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1713808223189467601,Oct 16,"It's your last chance to hit the beaches before the weather gets too cold.

Visit",1,8,,2.8K,#DekhoApnaDesh,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1713791193384120400,Oct 16,"""The festive season is here to cherish"".

From the delectable snacks to the festive zest spread throughout the country, it's time to experience",7,3,27,4.8K,#NavratriRangIRCTCSang,#नवरात्रि,,
https://twitter.com/GoldenChariotIR,@GoldenChariotIR,https://twitter.com/GoldenChariotIR/status/1713167400869257401,Oct 14,"From exquisite fine dining restaurants to onboard spa sessions, the",1,6,15,4.2K,#GoldenChariot,#TravelInLuxury,#TravelIndia,#LuxuryTravel
https://twitter.com/buddhistrain,@buddhistrain,https://twitter.com/buddhistrain/status/1713153395035381985,Oct 14,Capture wondrous sights at places associated with the,1,5,14,4.6K,#Buddha,#BuddhistCircuitTouristTrain,#BuddhasFootsteps,#TravelIndia
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1713083439010979932,Oct 14,May the auspicious occasion of,1,20,#DepartmentOfTourismWestBengal,5.8K,#NavratriRangIRCTCSang,#Mahalaya,#DurgaPujo,#SubhoMahalaya
https://twitter.com/eCateringIRCTC,@eCateringIRCTC,https://twitter.com/eCateringIRCTC/status/1713068437369745552,Oct 14,Feel the,5,8,18,7.6K,#CricketFever,#INDvsPAK,#FoodOnTrack,#trainfood
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1712837953850937367,Oct 13,"It's a Match! You & Delhi In October. 
Tell us what you are exploring in Delhi this time.",4,4,30,5.7K,#Delhi,#DekhoApnaDesh,#Travel,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1712826721244721562,Oct 13,"Equipped with world-class amenities and world-renowned Indian hospitality, Maharajas' Express is ready to take you on a",3,9,22,8K,#RoyalTravel,#IRCTC,#DekhoApnaDesh,#travel
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1712805032339669237,Oct 13,"Let the slow and peaceful life of Himalayan towns revitalize you on the Sikkim - Gangtok - Darjeeling - Kalimpong Dap Ex Visakhapatnam (SCBA51B) tour starting on 28.11.23 from Visakhapatnam.

Book now on",2,21,,4.1K,#DekhoApnaDesh,#Travel,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1712788147803996249,Oct 13,,2,3,9,4.3K,#DilJashnBole,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1712788147803996249,Oct 13,,2,3,9,4.3K,#DilJashnBole,,,
https://twitter.com/Maharajas_Exp,@Maharajas_Exp,https://twitter.com/Maharajas_Exp/status/1712734393390047624,Oct 13,Every corner of India has its unique,1,4,14,4.2K,#History,#RoyalTravel,#IRCTC,#DekhoApnaDesh
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1712717665373241389,Oct 13,"Though located far in the North, this country",13,1,18,5.3K,#JustAFlightAway,#IRCTCAir,#DiscoverTheWorld,#FlightDeals
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1712666819772006710,Oct 13,Join us in exploring the vibrant culture of Nagaland at the captivating,1,15,,4.7K,#NagalandCalling,#HornbillFestival,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1712389026777538900,Oct 12,Are you fond of embracing the rich local customs of,1,1,9,3.5K,#Rajasthan,#culturalentertainment,#adventure,#shopping
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1712373597975830875,Oct 12,IRCTC is now on,12,4,23,7.1K,#whatsappchannel,#whatsapp,#irctcwhatsapp,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1712368422284358019,Oct 12,"Find the best hotels to enjoy your trips on the IRCTC Portal.

Visit",1,7,,2.7K,#DekhoApnaDesh,#Travel,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1712353837892448461,Oct 12,Prepare yourself for the grooviest nights -,1,11,,3.3K,#NavratriMahotsav2023,#October15,#October23,#Navratri
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1712122771365650918,Oct 11,Get ready for the grandeur of a lifetime -,1,14,#UPTourism,4.5K,#DEEPOTSAV2023,#November11,#Deepotsav,#Ayodhya
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1712110346918637759,Oct 11,,12,,,3.2K,#NavratriRangIRCTCSang,#BonediBarirPujo,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1712099793160585276,Oct 11,,13,,,5K,#NavratriRangIRCTCSang,#NavratriMahotsav2023,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1712093447824589214,Oct 11,"Winter is here, and the excitement is palpable! 

Which destination has your heart racing?

Share your pick with us in the comments!",3,18,,3.6K,#winterishere,#DekhoApnaDesh,#Travel,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1712086304358646135,Oct 11,"Escape the daily hustle with the Goa Retreat (SHA03) tour package scheduled for 02.11.2023 & 30.11.2023 from Hyderabad.

Book now on",11,,,2.8K,#DekhoApnaDesh,#Travel,,
https://twitter.com/Maharajas_Exp,@Maharajas_Exp,https://twitter.com/Maharajas_Exp/status/1712073607004995927,Oct 11,"Feel the thrill of venturing through the untamed wilderness of Ranthambore National Park in search of the majestic tigers.

Schedule a",3,14,,8.2K,#RoyalTravel,#IRCTC,#DekhoApnaDesh,#India
https://twitter.com/IR_BharatGaurav,@IR_BharatGaurav,https://twitter.com/IR_BharatGaurav/status/1712053783369560452,Oct 11,"Grab your chance to witness the wonders of Glorious Gujarat with Statue of Unity Ex-Agartala (EZBG10).

Book now on",1,2,23,6.3K,#BharatGaurav,#DekhoApnaDesh,#Travel,
https://twitter.com/buddhistrain,@buddhistrain,https://twitter.com/buddhistrain/status/1711781490118517055,Oct 10,Follow the,1,3,23,3.5K,#BuddhasFootprint,#BuddhistCircuitTouristTrain,#TravelIndia,#DekhoApnaDesh
https://twitter.com/GoldenChariotIR,@GoldenChariotIR,https://twitter.com/GoldenChariotIR/status/1711762080054010056,Oct 10,Let the intricately detailed monuments of,3,8,28,7.3K,#Mahabalipuram,#TravelIndia,#HeritageTourism,#ArchitecturalMarvels
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1711733789163164090,Oct 10,"The Exotica Andaman Ex. Ahmedabad (WAA036) tour package gives you the opportunity to explore India's penultimate tropical destination, the Andaman and Nicobar Islands with tours starting on 24.01.2024 and 11.03.2024.

Book now on",1,14,,3.1K,#DekhoApnaDesh,#Travel,,
https://twitter.com/Maharajas_Exp,@Maharajas_Exp,https://twitter.com/Maharajas_Exp/status/1711712378025558030,Oct 10,"Maharajas' Express strives to provide the most regal way to explore India with a royal touch hidden in every detail and exceptional service throughout the tour.

Visit the link",1,4,30,12K,#RoyalTravel,#IRCTC,#DekhoApnaDesh,#TravelIndia
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1711685771982430240,Oct 10,"The Enchanting Kerala Ex-Ahmedabad (WAA007) tour package gives you the chance to explore the breathtaking sceneries, flora and fauna of the state.

Book now on",1,3,12,3.2K,#DekhoApnaDesh,#Travel,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1711630838809625031,Oct 10,"Enjoy the rest during your outings with comfortable hotel rooms on the IRCTC portal.

Visit",2,1,15,3.4K,#DekhoApnaDesh,#Travel,,
https://twitter.com/IR_BharatGaurav,@IR_BharatGaurav,https://twitter.com/IR_BharatGaurav/status/1711628623189557411,Oct 10,"The Dakshin Bharat Yatra by Bharat Gaurav Tourist Train (EZBG08) gives you the opportunity to seek blessings at venerated temples of different cities of India.

Book now on",3,4,27,14K,#DekhoApnaDesh,#Travel,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1711399849369932154,Oct 9,Here are some top picks to plan,3,1,13,3.7K,#trips,#IRCTCAir,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1711383462383641051,Oct 9,Experience the Magic of,2,12,,4.3K,#BASCONFestival,,,
https://twitter.com/buddhistrain,@buddhistrain,https://twitter.com/buddhistrain/status/1711369950856892831,Oct 9,If you know the,14,3,17,5K,#Buddha,#BuddhasFootprint,#TravelIndia,#DekhoApnaDesh
